,dept/pgm,number,course title,area,class size,date,start time,end time
558,HISTORY,284-1,"Japanese History, Ancient & Medieval: 200-1600",IV,200,MoWe,10:00 PM,11:00 PM
559,HISTORY,284-2,"Japanese History, Tokugawa Period: 1600-1868",IV,200,TuTh,8:00 PM,11:00 PM
560,HISTORY,286,World War II in Asia,IV,200,MoWe,9:00 PM,11:00 PM
561,HISTORY,292,Introduction to Topics in History,IV,20,MoWe,10:00 PM,11:00 PM
562,HISTORY,300,New Lectures in History,IV,50,TuTh,8:00 PM,9:00 PM
563,HISTORY,301-SA-1,"New Lectures in History 1 (for BCICS summer study abroad
programs)",IV,20,TuTh,9:00 PM,11:00 PM
564,HISTORY,301-SA-2,New Lectures in History 2 (for BCICS summer study abroad programs),IV,20,TuTh,10:00 PM,11:00 PM
565,HISTORY,303-1,"American Women's History, to 1865",IV,20,MoWeFr,8:00 PM,11:00 PM
566,HISTORY,303-2,"American Women's History, since 1865",IV,100,MoWeFr,8:00 PM,9:00 PM
567,HISTORY,304,Asian American Women's History; with ASIAN AM 304,IV,100,TuTh,9:00 PM,11:00 PM
568,HISTORY,305,American Immigration; with LEGAL ST 305,IV,20,TuTh,9:00 PM,11:00 PM
569,HISTORY,308,The American West,IV,100,TuTh,8:00 PM,11:00 PM
570,HISTORY,309,American Environmental History; with ENVR POL 309,IV,200,MoWeFr,10:00 PM,9:00 PM
571,HISTORY,310-1,Early American History: Conquest and Colonization to 1688,IV,50,TuTh,10:00 PM,11:00 PM
572,HISTORY,310-2,"Early American History: The Age of the American Revolution, 1688-
1789",IV,100,MoWeFr,10:00 PM,9:00 PM
573,HISTORY,311,"New Nation: The United States, 1787-1848",IV,100,MoWeFr,8:00 PM,11:00 PM
574,HISTORY,314,Civil War and Reconstruction,IV,50,MoWeFr,8:00 PM,10:00 PM
575,HISTORY,315-1,The U.S. since 1900: Early 20th C,IV,20,TuTh,8:00 PM,10:00 PM
576,HISTORY,315-2,The U.S. since 1900: Mid-20th C,IV,200,MoWe,8:00 PM,10:00 PM
577,HISTORY,315-3,The U.S. since 1900: Late 20th C to Present,IV,200,TuTh,8:00 PM,11:00 PM
578,HISTORY,316,The Sixties,IV,50,MoWeFr,8:00 PM,10:00 PM
579,HISTORY,317-1,American Cultural History: 19th C,IV,100,MoWeFr,8:00 PM,9:00 PM
580,HISTORY,317-2,American Cultural History: 20th C to Present,IV,50,TuTh,8:00 PM,9:00 PM
581,HISTORY,318-1,Legal & Constitutional History of the U.S.; with LEGAL ST 318-1,IV,100,TuTh,9:00 PM,10:00 PM
582,HISTORY,318-2,Legal & Constitutional History of the U.S.; with LEGAL ST 318-2,IV,100,MoWe,9:00 PM,10:00 PM
583,HISTORY,319,History of U.S. Foreign Relations,IV,200,MoWeFr,8:00 PM,9:00 PM
584,HISTORY,320,The Fourteenth Amendment; with LEGAL ST 320,IV,100,MoWe,9:00 PM,10:00 PM
585,HISTORY,321,The Vietnam Wars,IV,100,MoWeFr,9:00 PM,10:00 PM
586,HISTORY,322-1,Development of the Modern American City: to 1880,IV,100,TuTh,10:00 PM,10:00 PM
587,HISTORY,322-2,Development of the Modern American City: 1880-Present,IV,100,MoWeFr,8:00 PM,9:00 PM
588,HISTORY,324,U.S. Gay and Lesbian History; with GNDR ST 324,IV,20,TuTh,9:00 PM,11:00 PM
589,HISTORY,325,History of American Technology,IV,100,MoWe,8:00 PM,11:00 PM
590,HISTORY,326,U.S. Intellectual History,IV,20,MoWe,10:00 PM,10:00 PM
591,HISTORY,330,Medieval Sex,IV,100,MoWe,8:00 PM,10:00 PM
592,HISTORY,331,Women in Medieval Society,IV,200,TuTh,8:00 PM,10:00 PM
593,HISTORY,332-1,The Development of Medieval Europe: Earlty Middle Ages,IV,100,TuTh,9:00 PM,10:00 PM
594,HISTORY,332-2,The Development of Medieval Europe: High & Late Middle Ages,IV,50,TuTh,8:00 PM,10:00 PM
595,HISTORY,333,The Age of the Renaissance,IV,50,MoWe,9:00 PM,10:00 PM
596,HISTORY,334,The Age of the Reformation,IV,20,MoWeFr,10:00 PM,9:00 PM
597,HISTORY,336,Spain 1500-1700: Rise and Fall of a European Empire,IV,20,MoWe,8:00 PM,9:00 PM
598,HISTORY,337,History of Modern Europe,IV,20,MoWeFr,8:00 PM,11:00 PM
599,HISTORY,338-1,Europe in the 20th Century: 1900-1945,IV,20,MoWe,8:00 PM,10:00 PM
600,HISTORY,338-2,Europe in the 20th Century: 1945-present,IV,200,MoWeFr,8:00 PM,9:00 PM
601,HISTORY,340,"Gender, War, and Revolution in the 20th Century",IV,100,MoWeFr,8:00 PM,11:00 PM
602,HISTORY,341,"Paris: World City, 1700 to the Present",IV,50,TuTh,10:00 PM,11:00 PM
603,HISTORY,342-1,History of Modern France: Ancien Regime and the French Revolution,IV,20,TuTh,8:00 PM,11:00 PM
604,HISTORY,342-2,History of Modern France: 19th C. to Present,IV,20,MoWeFr,8:00 PM,11:00 PM
605,HISTORY,343,Modern Italy,IV,200,MoWeFr,10:00 PM,9:00 PM
606,HISTORY,344-1,Weimar and Nazi Germany (taught with GERMAN 344-1),IV,20,MoWeFr,9:00 PM,10:00 PM
607,HISTORY,344-2,Germany Since 1945 (taught with GERMAN 344-2),IV,100,TuTh,9:00 PM,11:00 PM
608,HISTORY,345-1,History of Russia: 800-1700,IV,100,TuTh,10:00 PM,10:00 PM
609,HISTORY,345-2,History of Russia: 1700-1917,IV,20,MoWeFr,10:00 PM,9:00 PM
610,HISTORY,345-3,History of Russia: 1917-present,IV,20,MoWeFr,8:00 PM,9:00 PM
611,HISTORY,346,"East Central Europe under Communist Rule and Beyond, 1945 to the
Present",IV,20,MoWeFr,9:00 PM,9:00 PM
612,HISTORY,347,Christians and Jews,IV,100,MoWeFr,8:00 PM,9:00 PM
613,HISTORY,348-1,"Jews in Poland, Ukraine, and Russia",IV,20,TuTh,10:00 PM,10:00 PM
614,HISTORY,348-2,"Jews in Poland, Ukraine, and Russia",IV,200,MoWe,8:00 PM,9:00 PM
615,HISTORY,349,History of the Holocaust (taught with GERMAN 349),IV,20,MoWeFr,8:00 PM,10:00 PM
616,HISTORY,352,A Global History of Death and Dying,"IV,V",100,MoWeFr,10:00 PM,11:00 PM
617,HISTORY,356-1,"History of South Africa, Earlty Times to 1879",IV,100,MoWe,9:00 PM,9:00 PM
618,HISTORY,356-2,"History of South Africa, 20th century",IV,100,MoWeFr,9:00 PM,9:00 PM
619,HISTORY,357,East Africa,IV,100,MoWeFr,9:00 PM,9:00 PM
620,HISTORY,358,Topics in West African History,IV,100,MoWe,8:00 PM,10:00 PM
621,HISTORY,360,Tudor and Stuart Britain,IV,50,MoWe,10:00 PM,11:00 PM
622,HISTORY,362-1,"Modern British History, 1688-1815",IV,50,TuTh,9:00 PM,9:00 PM
623,HISTORY,362-2,"Modern British History, 1780-1900",IV,200,MoWe,10:00 PM,10:00 PM
624,HISTORY,362-3,"Modern British History, 1900-present",IV,20,MoWe,10:00 PM,11:00 PM
625,HISTORY,364,Gender and Sexuality in Victorian Britain,IV,100,MoWe,10:00 PM,10:00 PM
626,HISTORY,365,Revolutions in Medicine,IV,100,MoWeFr,10:00 PM,11:00 PM
627,HISTORY,366,Race and Nation in the Independence Era,IV,200,TuTh,8:00 PM,10:00 PM
628,HISTORY,367,History of Modern Brazil,IV,200,MoWeFr,9:00 PM,9:00 PM
629,HISTORY,368-1,Revolution in 20th-Century Latin America: Mexico and its Revolutions,IV,20,MoWe,10:00 PM,11:00 PM
630,HISTORY,368-2,Revolution in 20th-Century Latin America: Marxist Revolutions,IV,200,MoWeFr,10:00 PM,10:00 PM
631,HISTORY,369,Development and Inequality in Modern Latin America,IV,50,TuTh,10:00 PM,10:00 PM
632,HISTORY,373-1,"The Ottomans: Last Empire of Islam, 1300-1622",IV,100,MoWeFr,8:00 PM,11:00 PM
633,HISTORY,373-2,"The Ottomans: From ""Second Empire"" to the Age of Nationalism,
1622-1918",IV,20,TuTh,10:00 PM,11:00 PM
634,HISTORY,376,Global Environments and World History (with ENVR POL 340),IV,50,TuTh,8:00 PM,9:00 PM
635,HISTORY,378,History of Law and Science,IV,50,MoWeFr,10:00 PM,10:00 PM
636,HISTORY,379,Biomedicine and World History (with GBL HLTH 309),IV,50,TuTh,10:00 PM,11:00 PM
637,HISTORY,381-1,"History of Modern China: Late Imperial China, 1600-1911",IV,100,TuTh,8:00 PM,11:00 PM
638,HISTORY,381-2,"History of Modern China: Twentieth-Century China, 1911-2000",IV,200,MoWeFr,9:00 PM,11:00 PM
639,HISTORY,381-3,China in Reform: History of the Present,IV,20,MoWeFr,8:00 PM,9:00 PM
640,HISTORY,382,The Modern Japanese City,IV,20,MoWe,10:00 PM,9:00 PM
641,HISTORY,383,Japan's Modern Revolution,IV,200,MoWeFr,9:00 PM,10:00 PM
642,HISTORY,384-1,History of Modern Japan: The Modern State,IV,20,TuTh,10:00 PM,10:00 PM
643,HISTORY,384-2,History of Modern Japan: War and Postwar Japan,IV,20,MoWeFr,9:00 PM,9:00 PM
644,HISTORY,385-1,"History of Modern South Asia, 1500-1800",IV,20,TuTh,8:00 PM,9:00 PM
645,HISTORY,385-2,"History of Modern South Asia, ca.1750-present",IV,100,MoWeFr,9:00 PM,11:00 PM
646,HISTORY,386-2,History of Modern Southeast Asia Until 1945,IV,100,MoWe,8:00 PM,9:00 PM
647,HISTORY,386-3,History of Contemporary Southeast Asia Since 1945,IV,50,TuTh,10:00 PM,11:00 PM
648,HISTORY,393,Approaches to History,IV,200,MoWeFr,9:00 PM,10:00 PM
649,HISTORY,395,Research Seminar,IV,100,MoWe,10:00 PM,11:00 PM
650,HUM,205,The World of Homer; with CLASSICS 210,"IV,V,VI",50,TuTh,9:00 PM,11:00 PM
651,HUM,211,Humanities in the World II,IV,100,MoWe,8:00 PM,9:00 PM
652,HUM,310-4,Global Humanites Lab,IV,50,MoWeFr,10:00 PM,9:00 PM
653,HUM,325-4,Humanites in the Digital Age,IV,200,TuTh,8:00 PM,10:00 PM
654,HUM,370-4,Special Topics in the Humanities,IV,100,MoWe,10:00 PM,11:00 PM
655,HUM,397,"Exhibiting Antiquity: The Culture and Politics of Display; with ART
HIST 318 and CLASSICS 397","IV,VI",20,MoWe,9:00 PM,10:00 PM
656,ITALIAN,265,Body & Soul from Rome to the Renaissance,"IV,VI",50,MoWe,9:00 PM,10:00 PM
657,ITALIAN,270,Michelangelo and the Italian Renaissance,"IV,VI",50,MoWeFr,9:00 PM,11:00 PM
658,JWSH ST,280-4,Topics in Israel Studies,IV,100,MoWeFr,9:00 PM,11:00 PM
659,LATINO,201,Introduction to Latina and Latino Studies,"III,IV",50,MoWe,8:00 PM,10:00 PM
660,LATINO,218,Latina and Latino History; with HISTORY 218,IV,100,MoWeFr,8:00 PM,9:00 PM
661,LATINO,391,Topics in Latina and Latino History,IV,20,MoWeFr,10:00 PM,11:00 PM
662,LEGAL ST,305,American Immigration; with HISTORY 305,IV,50,TuTh,10:00 PM,10:00 PM
663,LEGAL ST,318-1,Legal & Constitutional History of the U.S.; with HISTORY 318-1,IV,100,MoWeFr,10:00 PM,11:00 PM
664,LEGAL ST,318-2,Legal & Constitutional History of the U.S.; with HISTORY 318-2,IV,50,TuTh,9:00 PM,9:00 PM
665,LEGAL ST,320,The Fourteenth Amendment; with HISTORY 320,IV,50,MoWe,9:00 PM,9:00 PM
666,LEGAL ST,340,Gender and the Law (with GNDR ST 340),"III,IV",100,MoWeFr,8:00 PM,11:00 PM
667,LEGAL ST,347,Comparative Race and Ethnicity,IV,20,MoWeFr,9:00 PM,9:00 PM
668,LING,222,"Language, Politics, and Identity (with SLAVIC 222)",IV & V,50,MoWe,9:00 PM,9:00 PM
669,MENA,290-4,Introductory Topics in Middle East and North African Studies,IV,200,TuTh,8:00 PM,9:00 PM
670,MENA,390-4,Advanced Topics in  Middle East and North African Studies,IV,50,MoWe,10:00 PM,10:00 PM
671,POLI SCI,301,Classical Political Theory,"IV,V",20,MoWe,8:00 PM,10:00 PM
672,POLI SCI,302,"Subjects, Citizens, Revolutionaries: Early Modern Political Thought","IV,V",200,TuTh,9:00 PM,10:00 PM
673,POLI SCI,306,American Political Thought,"III,IV",50,MoWeFr,8:00 PM,10:00 PM
674,POLI SCI,346,European Union in International Affairs,IV,20,TuTh,10:00 PM,9:00 PM
675,PORT,210,"Icons, Legends, and Myths in Brazil  (may have Portuguese prereq)","IV,VI",100,MoWeFr,10:00 PM,9:00 PM
676,RELIGION,264,American Religious History from 1865 to the Great Depression,"IV, V",50,MoWe,9:00 PM,9:00 PM
677,RELIGION,265,American Religious History from World War II to the Present,"IV, V",20,TuTh,9:00 PM,9:00 PM
678,RELIGION,272,Luther and the West; with GERMAN 272,"IV,V",100,MoWe,9:00 PM,9:00 PM
679,RELIGION,363,Topics in Women and Religion in America,"IV, V",100,MoWeFr,9:00 PM,9:00 PM
680,RELIGION,381,Global Catholicism in the Contemporary World,"IV,V",20,MoWe,9:00 PM,9:00 PM
681,RELIGION,385,Topics in U.S. Catholicism,"IV,V",100,MoWe,9:00 PM,9:00 PM
682,RELIGION,386,Topics in Latin American Catholicism,"IV,V",50,MoWe,10:00 PM,10:00 PM
683,RTVF,310,Television History,IV,20,MoWeFr,8:00 PM,11:00 PM
684,SLAVIC,222,"Language, Politics, and Identity (with LING 222)",IV & V,20,MoWe,8:00 PM,9:00 PM
685,SLAVIC,255,Slavic Civilizations,IV,20,TuTh,9:00 PM,9:00 PM
686,SLAVIC,255-SA,Slavic Civilizations,IV,200,MoWeFr,10:00 PM,11:00 PM
687,SLAVIC,261,Heart of Europe: Poland in the 20th Century,IV,200,MoWeFr,8:00 PM,11:00 PM
688,SLAVIC,390,Literature and Politics in Central and Eastern Europe,"IV,VI",200,MoWeFr,10:00 PM,9:00 PM
689,SLAVIC,393,"Prague: City of Cultures, City of Conflict","IV,VI",20,MoWe,9:00 PM,11:00 PM
690,SOCIOL,277,Introduction to Native American Studies,"III,IV",200,MoWe,9:00 PM,9:00 PM
691,SOCIOL,324,Global Capitalism,"III,IV",20,TuTh,9:00 PM,11:00 PM
692,AF AM ST,215,Introduction to Black Social & Political Life,"III,IV,V",50,TuTh,9:00 PM,10:00 PM
693,AF AM ST,220,Civil Rights and Black Liberation,"IV,V",50,TuTh,9:00 PM,10:00 PM
694,AF AM ST,310,Contemporary Asian/Black Relations; with ASIAN AM 310,V,200,MoWe,9:00 PM,11:00 PM
695,AF AM ST,315,Religion in the Black Atlantic,"IV,V",50,MoWeFr,9:00 PM,9:00 PM
696,AF AM ST,319,"Race, Ethnicity, and the American Constitution","III,V",20,MoWe,8:00 PM,11:00 PM
697,AF AM ST,342,Comparative Slavery,"III,IV,V",100,MoWe,9:00 PM,10:00 PM
698,ANTHRO,232,Myth and Symbolism,V,50,TuTh,9:00 PM,10:00 PM
699,ANTHRO,255,Contemporary African Worlds,V,200,MoWeFr,9:00 PM,9:00 PM
700,ANTHRO,350,Anthropology of Religion,V,20,MoWeFr,8:00 PM,9:00 PM
701,ANTHRO,351,Hope and Futurity,V,20,MoWeFr,10:00 PM,10:00 PM
702,ANTHRO,368,Latina and Latino Ethnography,V,50,MoWe,10:00 PM,10:00 PM
703,ASIAN AM,310,Contemporary Asian/Black Relations; with AF AM ST 310,V,200,MoWeFr,10:00 PM,9:00 PM
704,ASIAN AM,350,Asian American Religions,"III,V",20,TuTh,9:00 PM,9:00 PM
705,CLASSICS,210,The World of Homer; with HUM 205,"IV,V,VI",20,MoWeFr,8:00 PM,10:00 PM
706,CLASSICS,211,Greek History and Culture: From Homer to Alexander the Great,"IV,V,VI",50,MoWe,8:00 PM,11:00 PM
707,CLASSICS,212,Rome: Culture and Empire,"IV,V,VI",200,MoWeFr,8:00 PM,9:00 PM
708,CLASSICS,260,Classical Mythology,"V,VI",200,MoWeFr,8:00 PM,9:00 PM
709,CLASSICS,370,Greek and Roman Religion,V,20,TuTh,8:00 PM,10:00 PM
710,COMP LIT,207,Introduction to Critical Theory; with PHIL 220,V,50,TuTh,9:00 PM,11:00 PM
711,ENGLISH,220,The Bible as Literature,"V,VI",20,TuTh,10:00 PM,11:00 PM
712,ENGLISH,388,Studies in Literature and Religion,"V,VI",20,TuTh,8:00 PM,10:00 PM
713,ENVR POL,261,"American Religion, Ecology, and Culture; with RELIGION 261",V,200,TuTh,10:00 PM,9:00 PM
714,FRENCH,277,French Existentialism,"V,VI",100,TuTh,9:00 PM,10:00 PM
715,GEN LA,280-5,Residence-Linked Seminar - V,V,200,MoWe,8:00 PM,10:00 PM
716,GERMAN,232,The Theme of Faust through the Ages,"V,VI",200,MoWeFr,9:00 PM,9:00 PM
717,GERMAN,234-1,Jews & Germans: An Intercultural History,"IV,V,VI",100,MoWe,9:00 PM,11:00 PM
718,GERMAN,234-2,Jews & Germans: An Intercultural History,"IV,V,VI",100,TuTh,8:00 PM,9:00 PM
719,GERMAN,236,Kafka and Nietzsche,"V,VI",100,TuTh,8:00 PM,9:00 PM
720,GERMAN,272,Luther and the West; with RELIGION 272,"IV,V",50,MoWe,8:00 PM,10:00 PM
721,GERMAN,337,Science and Culture in Germany (German prereq.),"IV,V",50,MoWe,9:00 PM,9:00 PM
722,GBL HLTH,302,Global Bioethics,V,100,MoWe,8:00 PM,9:00 PM
723,GBL HLTH,321,War and Public Health,"III,V",20,TuTh,8:00 PM,11:00 PM
724,GBL HLTH,324,Volunteerism and the Ethics of Help,V,20,TuTh,8:00 PM,11:00 PM
725,GNDR ST,233,"Gender, Politics, and Philosophy; with PHIL 221",V,200,MoWeFr,9:00 PM,11:00 PM
726,HISTORY,352,A Global History of Death and Dying,"IV,V",20,MoWeFr,9:00 PM,10:00 PM
727,HUM,205,The World of Homer; with CLASSICS 210,"IV,V,VI",100,MoWe,8:00 PM,11:00 PM
728,HUM,220,"Health, Biomedicine, Culture, and Society; with SOCIOL 220","III,V",20,MoWe,10:00 PM,9:00 PM
729,HUM,260,Humanities Explorations,"V,VI",50,MoWe,9:00 PM,11:00 PM
730,HUM,310-5,Global Humanites Lab,V,100,MoWe,8:00 PM,9:00 PM
731,HUM,325-5,Humanites in the Digital Age,V,20,MoWeFr,9:00 PM,11:00 PM
732,HUM,370-5,Special Topics in the Humanities,V,200,MoWe,8:00 PM,10:00 PM
733,ISEN,230,"Climate Change and Sustainability: Economic and Ethical
Dimensions; with PHIL 270",V,20,MoWeFr,9:00 PM,11:00 PM
734,JWSH ST,210,Jewish Studies: An Overview,V,100,TuTh,10:00 PM,9:00 PM
735,JWSH ST,280-5,Topics in Israel Studies,V,20,MoWeFr,9:00 PM,11:00 PM
736,LATINO,342,Latina and Latino Social Movements,"III,V",50,MoWe,10:00 PM,11:00 PM
737,LATINO,392,Topics in Latina and Latino Social and Political Issues,"III,V",100,MoWe,10:00 PM,10:00 PM
738,LEGAL ST,309,Political Theories of the Rule of Law (taught with POLI SCI 309),V,200,TuTh,9:00 PM,11:00 PM
739,LING,221,Language and Prejudice,V,50,MoWeFr,9:00 PM,9:00 PM
740,LING,222,"Language, Politics, and Identity (with SLAVIC 222)","IV, V",50,MoWe,10:00 PM,10:00 PM
741,MENA,290-5,Introductory Topics in Middle East and North African Studies,V,20,MoWeFr,10:00 PM,10:00 PM
742,MENA,390-5,Advanced Topics in Middle East and North African Studies,V,200,MoWe,8:00 PM,10:00 PM
743,PHIL,110,Introduction to Philosophy,V,20,TuTh,10:00 PM,10:00 PM
744,PHIL,210-1,The History of Philosophy - Ancient,V,100,TuTh,9:00 PM,10:00 PM
745,PHIL,210-2,The History of Philosophy - Medieval,V,100,MoWeFr,8:00 PM,9:00 PM
746,PHIL,210-3,The History of Philosophy - Early Modern,V,50,MoWe,10:00 PM,9:00 PM
747,PHIL,216,Introduction to Pragmatism,V,200,TuTh,8:00 PM,10:00 PM
748,PHIL,219,Introduction to Existentialism,V,100,MoWeFr,8:00 PM,9:00 PM
749,PHIL,220,Introduction to Critical Theory; with COMP LIT 207,V,100,TuTh,9:00 PM,11:00 PM
750,PHIL,221,"Gender, Politics, and Philosophy (PHIL 230 prior to Fall 2019); with
GNDR ST 233",V,20,MoWeFr,10:00 PM,10:00 PM
751,PHIL,222,Introduction to Africana Philosophy,V,100,TuTh,9:00 PM,11:00 PM
752,PHIL,224,"Philosophy, Race, and Racism (PHIL 267 prior to Fall 2019)",V,50,MoWe,9:00 PM,9:00 PM
753,PHIL,240,Freedom and Responsibility,V,100,MoWe,10:00 PM,10:00 PM
754,PHIL,254,Introducton to Philosophy of the Natural Sciences,V,200,TuTh,9:00 PM,10:00 PM
755,PHIL,255,Theory of Knowledge,V,200,MoWe,9:00 PM,10:00 PM
756,PHIL,257,Philosophy of the Universe,V,50,MoWe,9:00 PM,9:00 PM
757,PHIL,259,Introduction to Metaphysics,V,50,MoWeFr,9:00 PM,9:00 PM
758,PHIL,260,Introduction to Moral Philosophy,V,50,TuTh,9:00 PM,10:00 PM
759,PHIL,261,Introduction to Political Philosophy,V,100,MoWe,9:00 PM,10:00 PM
760,PHIL,262,Ethical Problems and Public Issues,V,20,MoWe,10:00 PM,10:00 PM
761,PHIL,266,Philosophy of Religion,V,100,MoWe,9:00 PM,11:00 PM
762,PHIL,268,Ethics and the Environment,V,50,MoWeFr,9:00 PM,9:00 PM
763,PHIL,269,Bioethics,V,100,MoWe,10:00 PM,9:00 PM
764,PHIL,270,"Climate Change and Sustainability: Economic and Ethical
Dimensions; with ISEN 230",V,20,TuTh,9:00 PM,9:00 PM
765,PHIL,273-1,The Brady Scholars Program: The Good Life,V,50,MoWe,9:00 PM,11:00 PM
766,PHIL,273-2,The Brady Scholars Program: The Moral Life,V,50,TuTh,9:00 PM,11:00 PM
767,PHIL,273-3,The Brady Scholars Program: The Good Society,V,50,MoWeFr,10:00 PM,9:00 PM
768,PHIL,326,Topics in Philosophy of Medicine,V,100,TuTh,10:00 PM,9:00 PM
769,PHIL,363,Kant's Moral Theory,V,100,MoWe,10:00 PM,10:00 PM
770,PHIL,364,Business and Professional Ethics,V,200,TuTh,9:00 PM,9:00 PM
771,POLI SCI,201,Introduction to Political Theory,"III,V",200,MoWeFr,8:00 PM,9:00 PM
772,POLI SCI,301,Classical Political Theory,"IV,V",20,TuTh,8:00 PM,10:00 PM
773,POLI SCI,302,"Subjects, Citizens, Revolutionaries: Early Modern Political Thought","IV,V",20,MoWe,8:00 PM,11:00 PM
774,POLI SCI,303,Modernity and Its Discontents,V,100,MoWe,9:00 PM,9:00 PM
775,POLI SCI,304,Human Rights Between East and West,V,200,TuTh,9:00 PM,10:00 PM
776,POLI SCI,307,Deportation Law and Politics,V,200,TuTh,10:00 PM,10:00 PM
777,POLI SCI,309,Political Theories of the Rule of Law (taught with LEGAL ST 309),V,20,MoWe,8:00 PM,9:00 PM
778,POLI SCI,347,Ethics in International Relations,V,50,MoWe,9:00 PM,9:00 PM
779,POLI SCI,382,Politics of Religious Diversity,"III, V",100,MoWeFr,10:00 PM,11:00 PM
780,PSYCH,249,Buddhist Psychology,"III, V",50,MoWe,10:00 PM,9:00 PM
781,RELIGION,170,Introduction to Religion,V,200,MoWeFr,9:00 PM,9:00 PM
782,RELIGION,172,"Introduction to Religion, Media, and Culture",V,50,MoWe,9:00 PM,9:00 PM
783,RELIGION,173,"Religion, Medicine, and Suffering in the West",V,20,TuTh,9:00 PM,10:00 PM
784,RELIGION,200,Introduction to Hinduism,V,200,MoWeFr,8:00 PM,11:00 PM
785,RELIGION,210,Introduction to Buddhism,V,200,MoWeFr,8:00 PM,10:00 PM
786,RELIGION,220,Introduction to the Hebrew Bible,V,200,TuTh,9:00 PM,11:00 PM
787,RELIGION,221,Introduction to the New Testament,V,100,TuTh,9:00 PM,10:00 PM
788,RELIGION,230,Introduction to Judaism,V,200,MoWeFr,9:00 PM,10:00 PM
789,RELIGION,240,Introduction to Christianity,V,20,TuTh,8:00 PM,11:00 PM
790,RELIGION,250,Introduction to Islam,V,100,MoWeFr,9:00 PM,10:00 PM
791,RELIGION,260,Introduction to Native American Religions,V,200,TuTh,10:00 PM,11:00 PM
792,RELIGION,261,"American Religion, Ecology, and Culture; with ENVR POL 261",V,50,MoWe,9:00 PM,10:00 PM
793,RELIGION,264,American Religious History from 1865 to the Great Depression,"IV,V",20,TuTh,10:00 PM,10:00 PM
794,RELIGION,265,American Religious History from World War II to the Present,"IV,V",200,MoWeFr,9:00 PM,10:00 PM
795,RELIGION,270,Introduction to Theology,V,200,MoWe,10:00 PM,10:00 PM
796,RELIGION,271,Theology of Love,V,20,MoWeFr,10:00 PM,11:00 PM
797,RELIGION,272,Luther and the West; with GERMAN 272,"IV,V",100,MoWe,10:00 PM,10:00 PM
798,RELIGION,275,Mysticism and Spirituality,V,200,MoWe,8:00 PM,9:00 PM
799,RELIGION,295,Ahimsa: Nonviolence in South Asia and Beyond,V,200,TuTh,10:00 PM,11:00 PM
800,RELIGION,301,Hindu Epics: the Mahābhārata,"V,VI",20,TuTh,9:00 PM,9:00 PM
801,RELIGION,302,Hindu Epics: Rāmāyaṇa,V,50,TuTh,8:00 PM,10:00 PM
802,RELIGION,309,Topics in Hinduism,V,200,MoWeFr,8:00 PM,9:00 PM
803,RELIGION,312,Buddhism and Gender,V,20,TuTh,8:00 PM,9:00 PM
804,RELIGION,313,Tibetan Religion and Culture,V,20,MoWe,9:00 PM,10:00 PM
805,RELIGION,314,Buddhism in the Contemporary World,V,100,MoWe,8:00 PM,11:00 PM
806,RELIGION,315,Buddhist Auto/biography,"V,VI",20,MoWe,9:00 PM,9:00 PM
807,RELIGION,316,Religion and the Body in China,V,200,MoWeFr,10:00 PM,10:00 PM
808,RELIGION,318,Topics in East Asian Religions,V,20,MoWeFr,8:00 PM,9:00 PM
809,RELIGION,319,Topics in Buddhism,V,200,MoWe,10:00 PM,11:00 PM
810,RELIGION,329,Topics in the Bible,V,100,MoWe,9:00 PM,9:00 PM
811,RELIGION,330,Varieties of Ancient Judaism,V,100,MoWeFr,9:00 PM,10:00 PM
812,RELIGION,332,Modern Jewish Thought,V,200,MoWeFr,9:00 PM,9:00 PM
813,RELIGION,333,Judaism in the Modern World,V,200,MoWe,8:00 PM,10:00 PM
814,RELIGION,339,Topics in Judaism,V,100,MoWeFr,8:00 PM,9:00 PM
815,RELIGION,342,Christian Mystical Theology,V,50,MoWe,8:00 PM,10:00 PM
816,RELIGION,344,"Blood, Sex and Justice: Issues in Christian Ethics",V,200,TuTh,9:00 PM,9:00 PM
817,RELIGION,345,The Idea of Sainthood in Christianity,V,20,TuTh,8:00 PM,11:00 PM
818,RELIGION,346,Church Architecture,V,50,MoWe,9:00 PM,9:00 PM
819,RELIGION,349,Topics in Christianity,V,50,MoWeFr,8:00 PM,9:00 PM
820,RELIGION,350,The Qur'an,V,20,TuTh,9:00 PM,9:00 PM
821,RELIGION,351,Islamic Law,V,50,TuTh,9:00 PM,11:00 PM
822,RELIGION,353,Trends in Islamic Thought,V,50,TuTh,8:00 PM,10:00 PM
823,RELIGION,354,Sufism,V,20,TuTh,10:00 PM,9:00 PM
824,RELIGION,359,Topics in Islam,V,100,MoWe,10:00 PM,10:00 PM
825,RELIGION,359-SA,Topics in Islam,V,20,TuTh,10:00 PM,9:00 PM
826,RELIGION,360,African American Religions,V,100,MoWeFr,10:00 PM,9:00 PM
827,RELIGION,363,Topics in Women and Religion in America,"IV,V",200,MoWe,8:00 PM,10:00 PM
828,RELIGION,364,American Teenage Rites of Passage,V,20,MoWeFr,9:00 PM,11:00 PM
829,RELIGION,369,Topics in American Religion,V,20,MoWe,10:00 PM,9:00 PM
830,RELIGION,371,Religion and Film,V,200,MoWe,8:00 PM,10:00 PM
831,RELIGION,373,Religion and Bioethics,V,100,MoWe,9:00 PM,9:00 PM
